ID,First Name,Last Name,Team,Position,Assists,bonus,Total points,xA,CS,Gc,Goals Scored,minutes,red_cards,starts,xG,xGi,xGc,code,PpG
195,Chadi,Riad Dnanou,7,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,515621,0.0
196,Nathaniel,Clyne,7,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,57328,0.0
197,Malcolm,Ebiowei,7,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,450535,0.0
198,Odsonne,Edouard,7,4,0,0,1,0.02,0,1,0,45,0,0,0.05,0.07,1.09,199670,1.0
199,Eberechi,Eze,7,3,0,0,2,0.05,0,2,0,90,0,1,0.41,0.46,1.59,232413,2.0
200,Marc,Guéhi,7,2,0,0,0,0.02,0,2,0,90,0,1,0.00,0.02,1.59,209036,0.0
201,Dean,Henderson,7,1,0,0,2,0.00,0,2,0,90,0,1,0.00,0.00,1.59,172649,2.0
202,Rob,Holding,7,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,156074,0.0
203,Will,Hughes,7,3,0,0,2,0.05,0,2,0,83,0,1,0.00,0.05,1.59,108413,2.0
204,Sam,Johnstone,7,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,101982,0.0
205,Daichi,Kamada,7,3,0,0,1,0.06,0,1,0,69,0,1,0.00,0.06,0.64,209400,1.0
206,Jefferson,Lerma Solís,7,3,0,0,1,0.32,0,1,0,16,0,0,0.00,0.32,0.95,152551,1.0
207,Jean-Philippe,Mateta,7,4,0,0,1,0.01,0,1,0,45,0,1,0.00,0.01,0.50,231747,1.0
208,Matheus,França de Oliveira,7,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,536694,0.0
209,Remi,Matthews,7,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,169593,0.0
210,Tyrick,Mitchell,7,2,0,0,1,0.03,0,2,0,90,0,1,0.12,0.15,1.59,244723,1.0
211,Daniel,Muñoz,7,2,1,0,4,0.02,0,2,0,90,0,1,0.00,0.02,1.59,247348,4.0
212,David,Ozoh,7,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,531989,0.0
213,Jesurun,Rak-Sakyi,7,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,450542,0.0
214,Jeffrey,Schlupp,7,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,86417,0.0
215,Joel,Ward,7,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,55494,0.0
